	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	NA	NA	NA	NA	NA	NA
MSTRG.15456	3807.71686915282	0.796961865113551	0.135976548538245	38.0186979774213	2.80082849710697e-08	1.19808215776569e-07	chr2	65056365	65087004	+	NA	CEP68
MSTRG.13808	675.881621623852	0.149256635614113	0.147064689084477	38.009552916749	2.81334281142667e-08	1.20322034224724e-07	chr19	7069702	7087968	+	NA	ZNF557
MSTRG.23542	5563.92786427123	0.71675387708279	0.123153894506831	38.0089236933707	2.81420590577408e-08	1.20337454677975e-07	chr6	132445866	132513198	-	NA	STX7
MSTRG.4266	1194.41365034326	0.309853837856856	0.113665475105621	38.0016890501055	2.82414855481955e-08	1.20741048551525e-07	chr10	131901007	131959834	+	NA	PPP2R2D
MSTRG.7118	85.4731211053301	0.900785247992873	0.234411000481065	37.9958558999695	2.83219065626814e-08	1.21063258577288e-07	chr12	118117045	118117463	-	NA	VSIG10
MSTRG.11324	1349.65290075135	0.539405411015158	0.129708829036223	37.9893983369109	2.84112030566364e-08	1.21423285453188e-07	chr16	89088374	89164245	+	NA	ACSF3
MSTRG.20577	2929.90997983082	-0.100945577348866	0.117355400935907	37.9817738011112	2.85169987349927e-08	1.21853685172758e-07	chr4	87160102	87240314	-	NA	KLHL8
MSTRG.27285	2270.51169365208	-0.300437352054939	0.13211544629627	37.9608062386918	2.88099711330492e-08	1.23083598350044e-07	chr9	135924866	135961373	-	NA	NA
MSTRG.8462	2038.27375690279	0.264813468067732	0.161668482595904	37.9447826723544	2.90358874632898e-08	1.24026643095958e-07	chr14	70581256	70641298	-	NA	MED6
MSTRG.6567	1855.35751430942	0.184615220189651	0.150342421310646	37.9403943152741	2.90980669566375e-08	1.24270075146004e-07	chr12	57738012	57750219	+	NA	TSPAN31
ENSG00000286964.1	91.2459222445071	-1.59620764646005	0.326355675139894	37.9256823124669	2.93074960419096e-08	1.25142171936442e-07	chrX	135037280	135040355	+	NA	AL136169.1
MSTRG.22752	36.9681184142208	4.20943650894267	0.746317509945066	37.919191240155	2.9400376060867e-08	1.25516385301038e-07	chr6	29887751	29929232	+	NA	HLA-H
ENSG00000054392.13	6.35380767236916	6.845553646601	1.45315507516731	37.9073699235796	2.95702817499082e-08	1.26219245415918e-07	chr1	210328251	210676296	+	NA	HHAT
ENSG00000227482.1	217.45758699831	1.304952160201	0.219806550392426	37.9054085007981	2.95985676285942e-08	1.26317465769794e-07	chr9	113650955	113682855	+	NA	AL157702.2
MSTRG.26753	3013.00872048195	-0.168528438796713	0.136835217950158	37.9018450251461	2.96500260341899e-08	1.26514526624147e-07	chr9	86287732	86354454	-	NA	TUT7
MSTRG.20226	73.4617135452515	-1.80011074945935	0.432974964286619	37.8835029904911	2.99163112345329e-08	1.27628004422256e-07	chr4	23723261	23733642	-	NA	ERVH-1
MSTRG.900	1301.99782099437	-0.74759396913853	0.202375774713633	37.877512251516	3.000379969937e-08	1.27978444531727e-07	chr1	26280085	26281522	+	NA	SH3BGRL3
MSTRG.14744	3390.08548854796	-0.410578925093258	0.125656456722547	37.8745347062286	3.00473786402671e-08	1.28141501143337e-07	chr19	51345168	51369003	-	NA	ETFB
MSTRG.16152	324.948180409475	0.216791855179538	0.156875649072808	37.871542684913	3.00912331241194e-08	1.28305674570898e-07	chr2	169645424	169694427	-	NA	CCDC173
MSTRG.16624	3698.24583865104	-0.0209367581676621	0.156251868420851	37.8415419658944	3.05345072044081e-08	1.30172567120662e-07	chr2	219550727	219571859	-	NA	OBSL1
MSTRG.9790	1173.28296633483	0.193686848509107	0.163683605909563	37.8190928841391	3.0870462696079e-08	1.31581363424761e-07	chr15	85759325	85794925	-	NA	KLHL25
MSTRG.1928	64.0116066805535	-0.609417367032767	0.42499323195502	37.8033377060422	3.1108444463289e-08	1.3257213225092e-07	chr1	115496849	115497087	+	NA	NA
MSTRG.6058	2188.61115686319	-0.662269901704293	0.119523197271667	37.8013973389031	3.1137880116931e-08	1.32673963928831e-07	chr12	22046217	22065674	+	NA	CMAS
ENSG00000287804.1	44.2346033668645	0.892110656234822	0.471627772208002	37.7907292241588	3.13002145522367e-08	1.33341920951407e-07	chr6	28476995	28489455	-	NA	Z98745.2
MSTRG.28159	8380.88513007859	-0.390912667141698	0.103548031495323	37.7808527489818	3.14512561110321e-08	1.33961540169828e-07	chrX	134373311	134428791	+	NA	PHF6
MSTRG.15848	373.160048834046	0.985375133520108	0.186051742233376	37.7776636459906	3.15001825586848e-08	1.34146073546197e-07	chr2	113627228	113643396	+	NA	RABL2A
ENSG00000231113.2	102.032926226826	-1.49730773757883	0.302353507781058	37.7768161301405	3.15131977212634e-08	1.34177637381468e-07	chr6	42940363	42948360	+	NA	AL035587.1
MSTRG.17785	3387.36333114613	-0.119575598728606	0.102683816613416	37.7330648377129	3.21924246315713e-08	1.37045297818241e-07	chr21	46235132	46286297	-	NA	NA
MSTRG.11989	6501.70600947727	-0.151330572176515	0.146420732035302	37.7307198654994	3.22292397128516e-08	1.3717763493849e-07	chr17	31094926	31382116	+	NA	NF1
MSTRG.10668	1967.78736712749	0.0673424132484318	0.109256516866884	37.725837564232	3.23060247518972e-08	1.37480019319163e-07	chr16	31114488	31131393	+	NA	KAT8
MSTRG.25541	1424.41787441786	-0.564557475219995	0.137984854283538	37.7144143846057	3.24863941740676e-08	1.38223026810985e-07	chr8	42152945	42171673	+	NA	AP3M2
MSTRG.20729	3053.82081144344	-0.644326816474192	0.133992604334524	37.7132869515098	3.25042505232921e-08	1.38274432942042e-07	chr4	112231739	112273110	+	NA	AP1AR
MSTRG.13398	2088.72828604748	-0.608728711152744	0.114226810065892	37.7038529059119	3.26540521497726e-08	1.38887021807896e-07	chr18	46803217	46920160	-	NA	PIAS2
MSTRG.18152	4002.72409163146	-0.0968956174386244	0.129512455680424	37.7013400463215	3.26940695751512e-08	1.39032532418144e-07	chr22	37225269	37244448	-	NA	RAC2
ENSG00000162383.13	6.54253726968273	2.31950097584441	1.66479574463647	37.6991706331692	3.27286569874047e-08	1.3915490415845e-07	chr1	53087178	53142638	-	NA	SLC1A7
MSTRG.12968	150.615347272337	0.623546045166524	0.289478546876528	37.6935802447734	3.28179542319584e-08	1.39509805084054e-07	chr17	81311269	81330674	-	NA	TMEM105
MSTRG.11054	1629.6127044689	0.450693230374898	0.0926771401666289	37.6873041801646	3.29184939632078e-08	1.39912363585902e-07	chr16	71447596	71565089	-	NA	NA
MSTRG.3001	686.347838568094	-0.814329326354603	0.204174388190031	37.6861627129461	3.29368127865524e-08	1.39965380476803e-07	chr1	230906242	230978875	-	NA	TTC13
MSTRG.17202	4254.74375749605	-0.441124117952032	0.112799450026241	37.6756566727399	3.31058976417615e-08	1.40658946935703e-07	chr20	38926311	38953106	+	NA	FAM83D
ENSG00000223940.1	65.0658376643891	0.15230230704965	0.29378653822815	37.6685706397107	3.3220429921586e-08	1.41120527745662e-07	chrX	152479576	152481024	+	NA	KRT8P8
MSTRG.7568	3473.52079505084	-0.774294160830262	0.13419834655775	37.6651891946281	3.32752239496454e-08	1.4132822147893e-07	chr13	48037725	48047221	+	NA	NUDT15
MSTRG.6907	2609.02373481727	-0.730763390621287	0.189695004268309	37.6625494412802	3.33180620896803e-08	1.4146188525253e-07	chr12	102120184	102197520	+	NA	PARPBP
ENSG00000137507.11	18.9390073331267	4.28977985387032	1.20611524252643	37.6625218778895	3.33185096811272e-08	1.4146188525253e-07	chr11	76657523	76670747	-	NA	LRRC32
MSTRG.7292	60.0515000657164	1.14777746827764	0.354492405868472	37.661996756152	3.33270380808889e-08	1.41473010793293e-07	chr12	126723411	126749027	+	NA	LINC00943
MSTRG.8257	2938.04365816331	-0.173702441209905	0.118662232547452	37.6527504508279	3.34775631710761e-08	1.42086800371249e-07	chr14	54566116	54793315	+	NA	SAMD4A
MSTRG.17274	1047.73106086751	0.11788581018275	0.114211029728273	37.6508090483361	3.35092543452184e-08	1.42196102170937e-07	chr20	45881226	45885266	+	NA	ZSWIM1
MSTRG.24281	20563.1313631347	-0.47583792371778	0.257442525059535	37.6473762214524	3.3565364657514e-08	1.4240896918654e-07	chr7	54752249	54759974	-	NA	SEC61G
MSTRG.8190	13287.6364379569	-0.402688806933392	0.160159298135186	37.6457917325948	3.3591295116945e-08	1.4249373832956e-07	chr14	51240161	51257655	+	NA	TMX1
MSTRG.19786	333.714648762347	0.007889856006263	0.215240415943781	37.6399663229395	3.3686801143285e-08	1.42873563616207e-07	chr3	171460611	171462256	+	NA	AC092919.2
MSTRG.9829	5450.87166261724	-0.474514253709589	0.221540854325265	37.6361348757478	3.37497644736216e-08	1.43115257674047e-07	chr15	90001323	90083048	+	NA	ZNF710
ENSG00000254469.7	283.250643749677	-0.478546204224302	0.172985393656887	37.6259982917111	3.39169093667949e-08	1.43798567935069e-07	chr11	71865508	71928654	-	NA	AP002495.1
ENSG00000143845.15	5.16373265027635	-5.81536366307949	1.54327252688282	37.6184639498636	3.40416805280389e-08	1.44302014856509e-07	chr1	204131061	204152044	-	NA	ETNK2
MSTRG.11515	2767.42274919917	-0.603956286925932	0.128154799496344	37.6106498591467	3.41715686686181e-08	1.4482697050243e-07	chr17	5419640	5432876	+	NA	RPAIN
ENSG00000223466.2	19.0272101345532	1.5453944425877	0.530613715369172	37.6093614940186	3.4193031735007e-08	1.4489229126287e-07	chr2	195532944	195540287	+	NA	LINC01825
ENSG00000102854.16	12.317381232097	-1.1669618539203	0.659960008690212	37.6061795537293	3.42460978533592e-08	1.4509148251885e-07	chr16	760733	768865	+	NA	MSLN
MSTRG.22650	701.265496948163	-0.82356895520426	0.13860665834336	37.6046962332113	3.42708637080877e-08	1.45170723926034e-07	chr6	25782914	25832052	-	NA	SLC17A1
MSTRG.5599	7500.0270282326	0.131031469748099	0.114316896399082	37.5976508383438	3.43887396637828e-08	1.45644280153687e-07	chr11	118893874	118925608	-	NA	NA
MSTRG.27172	203.928694480679	0.0378839530621642	0.359431229098355	37.583289107706	3.46302800534955e-08	1.46641323812733e-07	chr9	128724444	128733194	+	NA	AL441992.1
MSTRG.24680	2333.55149260659	-0.304717310532006	0.110821990066521	37.5794106368023	3.469579953012e-08	1.46892789170483e-07	chr7	102363821	102426676	+	NA	NA
MSTRG.17853	4104.01887901822	-1.03575397231785	0.200114817612748	37.5774944896739	3.47282149078745e-08	1.4700403644758e-07	chr22	19431901	19436075	+	NA	MRPL40
ENSG00000117643.14	47.1192409753529	-0.219146683133043	0.437938474653253	37.5710337344138	3.48377342921384e-08	1.47441566871606e-07	chr1	25617467	25786207	+	NA	MAN1C1
MSTRG.20066	1787.92376987291	-0.32008034172986	0.132389439918445	37.5655856984741	3.4930354591933e-08	1.47807434362684e-07	chr4	705747	770640	+	NA	PCGF3
MSTRG.17195	4903.98177286435	0.258880346578092	0.0895147668657082	37.5578194859577	3.50628107475333e-08	1.48341707802197e-07	chr20	38033724	38127780	+	NA	RPRD1B
MSTRG.1940	18739.9562561939	-0.549133829431537	0.091718851570034	37.5455915319706	3.52723812190323e-08	1.49201985633448e-07	chr1	116372667	116410261	+	NA	ATP1A1
MSTRG.18741	4045.1342098218	0.0314832402946219	0.0979380307504631	37.5437501598526	3.53040480137787e-08	1.49309560886249e-07	chr3	42547968	42601080	-	NA	NA
MSTRG.20324	2271.06384999821	-1.20722443653439	0.215712606328701	37.5430330038607	3.5316388905816e-08	1.4933537855177e-07	chr4	47450786	47463702	-	NA	NA
MSTRG.12841	12.870842780135	0.110629346146297	0.755525059556028	37.5392507335812	3.53815459009052e-08	1.49584480604357e-07	chr17	76142464	76240493	-	NA	RNF157
MSTRG.14979	7356.80213565442	0.424646626557947	0.116640051197354	37.5176491382004	3.57559829746092e-08	1.51140824061781e-07	chr2	11179758	11348330	-	NA	ROCK2
MSTRG.3004	852.940649353706	0.159053830884609	0.11083052455161	37.5098383498691	3.58923453153758e-08	1.51690451980584e-07	chr1	231337103	231355023	+	NA	SPRTN
MSTRG.17407	807.760286821042	-0.5958216009809	0.123432185387726	37.4897080031889	3.6246183821704e-08	1.53158834973447e-07	chr20	62388631	62407285	-	NA	CABLES2
MSTRG.8320	2632.71288062697	0.120860225915552	0.153659082861164	37.486150311483	3.63090799295364e-08	1.53397534931665e-07	chr14	58427384	58551297	+	NA	KIAA0586
ENSG00000089847.12	82.9604052749288	1.29976781939792	0.385678036312559	37.4824391813149	3.63748048094325e-08	1.53648099482567e-07	chr19	4183353	4224814	+	NA	ANKRD24
MSTRG.24003	3752.13184245139	-0.813338485465815	0.133274894488132	37.4751913126653	3.65035088574774e-08	1.54164554338828e-07	chr7	16599778	16645817	-	NA	NA
MSTRG.7247	27781.8548716646	0.182596306705774	0.0898596475027516	37.4736263595132	3.65313581603089e-08	1.54254964293204e-07	chr12	123971844	124316024	+	NA	ZNF664
MSTRG.17434	170.737604165061	-0.145055444675105	0.309538453063761	37.4672012610275	3.66459192932666e-08	1.54711421614345e-07	chr20	63627226	63628824	+	NA	MHENCR
MSTRG.21397	2100.93969489848	-0.92801441018006	0.189220321458616	37.4492467382067	3.69679586209655e-08	1.56042526791189e-07	chr5	43571581	43603230	-	NA	NA
MSTRG.3305	6530.23902605051	-0.653643714942731	0.112644182565573	37.4488977519011	3.69742460959327e-08	1.56042526791189e-07	chr10	22534853	22714578	-	NA	PIP4K2A
MSTRG.2548	103.378630578469	1.7365150532429	0.314885280117656	37.4395067924689	3.71438389253816e-08	1.56730637340474e-07	chr1	176207647	176447919	+	NA	AL591043.2
MSTRG.18966	32.1654699259041	0.857770175414344	0.462242316336693	37.4388350452718	3.71559998437606e-08	1.5675432915058e-07	chr3	53046165	53048122	+	NA	AC096887.2
MSTRG.13596	1865.0548354607	0.417487690635942	0.119625532112318	37.4341428045053	3.7241056385834e-08	1.57085491670809e-07	chr19	896502	913245	-	NA	R3HDM4
MSTRG.20492	672.424163698933	-0.920339454260179	0.199669422552884	37.4295362157422	3.73247494584212e-08	1.57410787342613e-07	chr4	74744758	74794523	-	NA	BTC
MSTRG.11621	6897.67116990031	-0.536875208766179	0.143214030211954	37.4257683926058	3.73933433582923e-08	1.57672301471679e-07	chr17	10672473	10698375	-	NA	SCO1
MSTRG.26603	83.3288540656453	1.01182026689925	0.2868694528176	37.4030252450963	3.78100679983709e-08	1.59401388783273e-07	chr9	41234235	41235206	None	NA	NA
MSTRG.4972	43.5538051625216	2.18624502352289	0.402241886953753	37.3949211770519	3.79596775832401e-08	1.60003949904641e-07	chr11	65177605	65181834	-	NA	AP003068.2
MSTRG.27279	288.087895140778	0.772226886160268	0.24128266268313	37.3897078797395	3.80562328386156e-08	1.60382708826732e-07	chr9	135462726	135480777	-	NA	PPP1R26-AS1
MSTRG.4306	133.504369650339	-0.730279529473156	0.395365302267514	37.3756147801841	3.83184799881428e-08	1.61459497060719e-07	chr11	309531	311190	-	NA	NA
ENSG00000149633.12	10.0018345280038	-2.46849896405217	0.77695066799068	37.3708944229512	3.84067201641545e-08	1.61802836215841e-07	chr20	38210502	38260772	-	NA	KIAA1755
MSTRG.6666	1646.47316808185	-0.852874912388716	0.149694305394176	37.3499487972332	3.88007224056036e-08	1.63433966354368e-07	chr12	68272442	68332381	-	NA	MDM1
MSTRG.12825	105.154180332678	2.24873832574475	0.360349689313354	37.3373341839298	3.90399571782052e-08	1.6441273559432e-07	chr17	75588057	75626849	+	NA	MYO15B
MSTRG.17675	50.2640254252058	1.26944304375958	0.357104387907147	37.334198764478	3.90996482824705e-08	1.64635164018294e-07	chr21	33967100	33968573	-	NA	AP000569.1
MSTRG.7276	85.2919538722228	-9.92032871584833	1.94744550565594	37.3332784049081	3.9117187088092e-08	1.64680056612421e-07	chr12	129109628	129113294	+	NA	TMEM132D-AS1
MSTRG.5798	4140.12749812062	-0.564348910139156	0.109202790899186	37.331536469352	3.91504037425139e-08	1.64790924242967e-07	chr12	3077354	3286564	+	NA	TSPAN9
MSTRG.22587	4163.06937620434	0.705494126068426	0.148425974093396	37.321893705439	3.93347900589984e-08	1.65537940729837e-07	chr6	13621497	13711835	-	NA	NA
ENSG00000177570.14	87.0675040692352	-1.35339367289557	0.831563016130928	37.3046888419629	3.96659334495654e-08	1.66902203897961e-07	chr8	118189454	118622112	-	NA	SAMD12
MSTRG.21633	746.883345437231	-0.679729238359979	0.123634925317935	37.2820859460857	4.01052080311544e-08	1.68720890989814e-07	chr5	78777208	78986087	-	NA	ARSB
ENSG00000231536.1	5.99995102029931	5.79675433318124	1.48730511266766	37.2802159399698	4.01417674005955e-08	1.68845031121493e-07	chr2	110610915	110612404	+	NA	AC226101.1
MSTRG.16905	1716.084870274	-0.848283716859452	0.174530110104665	37.2650898367531	4.04387147950592e-08	1.70064184138126e-07	chr20	5937227	5950558	-	NA	TRMT6
MSTRG.3103	10151.6464924811	0.504593209508419	0.123176833970963	37.2577256904513	4.05840766463304e-08	1.70645531057599e-07	chr1	246724408	246768137	+	NA	SCCPDH
MSTRG.12478	131.493693185249	0.564115908521103	0.287141068762256	37.2401919156375	4.09322818379368e-08	1.72079427825006e-07	chr17	50866678	50910774	+	NA	TOB1-AS1
MSTRG.7101	5784.84875803935	-0.030305598679833	0.0983826363865241	37.2385106719894	4.0965826189392e-08	1.72190218348461e-07	chr12	118376554	118418033	+	NA	SUDS3
ENSG00000198125.13	48.3281469146042	2.66758612178433	0.480409195915049	37.2355977673857	4.1024009769127e-08	1.72404517011498e-07	chr22	35606763	35637951	-	NA	MB
MSTRG.4047	31582.9334963557	-0.554146890178251	0.124956382297335	37.232332200249	4.10893356997516e-08	1.72648751125856e-07	chr10	102152175	102163871	+	NA	NOLC1
MSTRG.20867	12976.1551131907	0.0422473058903706	0.138257087872759	37.2174045780248	4.13892801113262e-08	1.73878544130845e-07	chr4	139301504	139420033	+	NA	NAA15
MSTRG.17139	10.8620159990263	0.00423255375969908	0.924268731818356	37.1980215248999	4.17820137635396e-08	1.7547742400688e-07	chr20	34844719	34872856	-	NA	GGT7
MSTRG.27450	2346.27144065349	0.448349906074146	0.103519253037325	37.1978980972356	4.17845265049374e-08	1.7547742400688e-07	chrX	11758158	11775772	+	NA	MSL3
MSTRG.16101	246.62141150805	-0.544918339770572	0.166105814100799	37.1924818701526	4.18949388324028e-08	1.75910258685028e-07	chr2	161340815	161341326	-	NA	MXRA7P1
ENSG00000230109.1	19.592715526055	-0.409810173484922	0.489406409339552	37.1847678979609	4.20526949322616e-08	1.7654169580083e-07	chr10	21340232	21372950	-	NA	LINC02643
MSTRG.26742	5378.61658329328	-0.669518357173613	0.154804493661328	37.1791998829129	4.21669332142032e-08	1.7699025113888e-07	chr9	85546538	85742029	-	NA	AGTPBP1
MSTRG.23604	2111.58902738202	0.912825903521609	0.153229984554107	37.1744387139686	4.22648632993667e-08	1.77370209703231e-07	chr6	138773508	138793319	+	NA	CCDC28A
ENSG00000116329.11	77.8871463466985	0.912982359486034	0.305552761439077	37.1716781361179	4.23217482217634e-08	1.77577813723208e-07	chr1	28812141	28871267	+	NA	OPRD1
MSTRG.20098	13808.4367623884	-0.555697744501816	0.125003439438218	37.1712976989285	4.2329593565208e-08	1.77579615892164e-07	chr4	1871392	1982207	+	NA	NSD2
ENSG00000235387.5	33.7332638295124	1.72870547280619	0.532521270333528	37.1604147786362	4.25546362768717e-08	1.78492436553857e-07	chr9	35909489	35937153	+	NA	SPAAR
ENSG00000185640.6	11.0889821404793	3.25164638305741	0.710943283000932	37.1519126742228	4.27312782086581e-08	1.79189267450322e-07	chr12	52821407	52834311	-	NA	KRT79
MSTRG.7912	9164.68395946996	-0.105177916232241	0.210905096176052	37.1516616210182	4.27365052702166e-08	1.79189267450322e-07	chr14	22564906	22589224	-	NA	DAD1
MSTRG.7239	113.868807687143	-1.29394699998213	0.29599970503377	37.1513392619858	4.27432178934368e-08	1.79189267450322e-07	chr12	123918659	123972831	-	NA	CCDC92
MSTRG.19509	4156.91865651764	0.515106628580952	0.158236945306362	37.1444339756999	4.28872628071123e-08	1.79761665531089e-07	chr3	136336235	136752403	-	NA	NA
ENSG00000184160.8	52.0514222056073	1.43451066523165	0.446823311595642	37.1428445955562	4.29204859945523e-08	1.79869436056274e-07	chr4	3766347	3768526	+	NA	ADRA2C
MSTRG.27183	64907.9099833458	-0.285248717400761	0.111297526777735	37.1409447116009	4.29602334412441e-08	1.80004505683995e-07	chr9	128683423	128696400	+	NA	NA
MSTRG.18796	1631.855988773	0.175275065672784	0.0962940172341785	37.1308630501258	4.31717676169784e-08	1.8085919302942e-07	chr3	45555393	45686341	+	NA	LIMD1
MSTRG.15076	41.5664113306733	2.2503637453728	0.425456516619514	37.127075616559	4.32515043334863e-08	1.81161539753308e-07	chr2	26308172	26346817	-	NA	ADGRF3
MSTRG.17991	13621.1139618799	-0.635056166332215	0.105846745743336	37.1223225574758	4.33517784555993e-08	1.81549787845012e-07	chr22	24540422	24555935	-	NA	GUCD1
